0,403
1,1253
2,1260
3,785
4,1263
5,1190
6,713
7,226
8,1302
9,167
10,803
11,470
12,3
13,1026
14,1179
15,1246
16,445
17,1204
18,1223
19,1132
20,956
21,1256
22,1365
23,719
24,1106
25,403
26,872
27,1204
28,1194
29,1246
30,1239
31,968
32,536
33,572
34,626
35,1291
36,1035
37,484
38,1354
39,1261
40,1286
41,3
42,1179
43,1365
44,302
45,454
46,3
47,1354
48,152
49,403
50,29
51,540
52,683
53,1365
54,1260
55,606
56,502
57,1281
58,403
59,158
60,226
61,1286
62,1260
63,785
64,182
65,673
66,1132
67,1319
68,1360
69,803
70,1264
71,403
72,1233
73,1008
74,1258
75,1179
76,1061
77,1013
78,422
79,1308
80,1
81,143
82,170
83,859
84,1179
85,1194
86,403
87,1272
88,1258
89,1282
90,37
91,1359
92,1299
93,1269
94,1204
95,403
96,456
97,1271
98,958
99,1178
100,1260
101,719
102,1055
103,803
104,1254
105,572
106,1282
107,1275
108,601
109,1266
110,461
111,967
112,595
113,1264
114,1179
115,959
116,1292
117,431
118,1260
119,1173
120,954
121,838
122,1272
123,1035
124,963
125,1264
126,1083
127,160
128,1260
129,606
130,37
131,1179
132,963
133,1035
134,455
135,1106
136,1293
137,142
138,1169
139,160
140,1179
141,1061
142,425
143,584
144,1260
145,572
146,1061
147,1260
148,524
149,1269
150,226
151,662
152,1260
153,683
154,832
155,1367
156,1373
157,1179
158,1035
159,1
160,29
161,155
162,1260
163,171
164,1178
165,1
166,150
167,1260
168,298
169,1291
170,1359
171,1139
172,1314
173,1179
174,673
175,1261
176,1132
177,226
178,1263
179,461
180,1106
181,1178
182,154
183,1260
184,1320
185,1194
186,975
187,1233
188,1132
189,1361
190,1275
191,29
192,6
193,1355
194,167
195,1035
196,1361
197,226
198,1260
199,406
200,1043
201,1253
202,1204
203,1295
204,1321
205,1179
206,425
207,469
208,1204
209,1302
210,960
211,1349
212,683
213,1258
214,1061
215,1061
216,1361
217,684
218,160
219,814
220,1295
221,814
222,1373
223,673
224,963
225,719
226,987
227,151
228,524
229,975
230,664
231,1179
232,1152
233,719
234,456
235,1179
236,1298
237,226
238,155
239,154
240,226
241,963
242,226
243,541
244,1194
245,1263
246,960
247,934
248,422
249,975
250,1365
251,1270
252,1018
253,728
254,1254
255,1270
256,796
257,1334
258,1367
259,384
260,1132
261,711
262,422
263,1035
264,860
265,728
266,1359
267,1179
268,459
269,1287
270,29
271,1273
272,859
273,572
274,1265
275,1055
276,1355
277,425
278,788
279,832
280,709
281,803
282,456
283,1286
284,1233
285,30
286,1040
287,952
288,1179
289,728
290,1258
291,616
292,982
293,1061
294,952
295,803
296,1194
297,1260
298,832
299,622
300,155
301,1194
302,1263
303,847
304,1048
305,1260
306,719
307,1194
308,963
309,379
310,660
311,524
312,1334
313,1250
314,31
315,658
316,1194
317,896
318,459
319,952
320,3
321,1178
322,1301
323,284
324,1179
325,1035
326,1035
327,1194
328,151
329,1061
330,1359
331,1132
332,859
333,1050
334,1264
335,796
336,3
337,572
338,847
339,1204
340,308
341,1282
342,963
343,136
344,533
345,785
346,840
347,1347
348,1354
349,1296
350,1040
351,832
352,1035
353,1296
354,572
355,1256
356,1235
357,456
358,1194
359,464
360,1178
361,1179
362,1191
363,1194
364,1185
365,469
366,719
367,1139
368,156
369,1295
370,1172
371,709
372,1260
373,628
374,1018
375,1270
376,785
377,1178
378,1194
379,1204
380,1211
381,1132
382,459
383,1260
384,1179
385,1263
386,469
387,684
388,466
389,1254
390,1178
391,453
392,1204
393,418
394,1356
395,1260
396,1002
397,1347
398,984
399,1260
400,959
401,959
402,304
403,1281
404,456
405,1373
406,947
407,461
408,1204
409,1132
410,170
411,683
412,414
413,474
414,1260
415,572
416,683
417,1259
418,1038
419,728
420,1179
421,975
422,1343
423,1355
424,461
425,525
426,859
427,49
428,982
429,1285
430,1261
431,1359
432,963
433,457
434,785
435,1139
436,33
437,983
438,1274
439,1254
440,709
441,1367
442,1263
443,525
444,719
445,636
446,1261
447,448
448,1260
449,422
450,1231
451,525
452,963
453,51
454,170
455,51
456,1260
457,1140
458,1359
459,1061
460,1279
461,1055
462,975
463,986
464,1349
465,413
466,683
467,226
468,456
469,226
470,963
471,1320
472,940
473,1013
474,840
475,1178
476,461
477,622
478,390
479,1140
480,1162
481,469
482,1132
483,456
484,23
485,572
486,375
487,707
488,1360
489,226
490,524
491,525
492,1194
493,796
494,1260
495,1347
496,683
497,537
498,155
499,796
500,1020
501,1179
502,1132
503,1
504,1267
505,649
506,1090
507,719
508,709
509,1308
510,1359
511,469
512,483
513,1359
514,864
515,1359
516,462
517,1359
518,143
519,1179
520,572
521,1241
522,1194
523,451
524,673
525,719
526,960
527,1317
528,1245
529,1367
530,1179
531,1302
532,938
533,170
534,1269
535,143
536,1260
537,1256
538,713
539,388
540,1260
541,1179
542,1270
543,1246
544,461
545,1140
546,160
547,1310
548,814
549,1172
550,622
551,1061
552,1204
553,1360
554,524
555,1083
556,416
557,1270
558,833
559,1373
560,475
561,1194
562,719
563,1007
564,525
565,474
566,461
567,1258
568,1367
569,152
570,1043
571,857
572,524
573,1373
574,1354
575,525
576,525
577,142
578,524
579,1106
580,425
581,1288
582,719
583,1132
584,992
585,1179
586,926
587,1178
588,1018
589,1185
590,1272
591,572
592,1032
593,1315
594,525
595,3
596,1185
597,1284
598,182
599,456
600,1254
601,683
602,1179
603,1173
604,984
605,1179
606,1148
607,683
608,580
609,1262
610,684
611,1275
612,540
613,400
614,142
615,3
616,1179
617,1194
618,525
619,1347
620,728
621,1132
622,709
623,1035
624,1061
625,1178
626,1179
627,1178
628,3
629,582
630,673
631,719
632,728
633,160
634,1178
635,658
636,1266
637,544
638,1300
639,451
640,155
641,579
642,469
643,37
644,660
645,616
646,1316
647,1194
648,859
649,1201
650,959
651,803
652,963
653,1139
654,963
655,1302
656,873
657,5
658,1288
659,9
660,1267
661,153
662,1179
663,684
664,963
665,1260
666,1035
667,1372
668,525
669,1254
670,3
671,954
672,683
673,141
674,959
675,1083
676,859
677,51
678,525
679,1178
680,673
681,1179
682,1061
683,1308
684,683
685,1172
686,524
687,859
688,963
689,3
690,622
691,151
692,469
693,495
694,1160
695,536
696,461
697,1352
698,156
699,856
700,1223
701,1253
702,170
703,930
704,10
705,525
706,1245
707,463
708,1017
709,1255
710,156
711,141
712,403
713,719
714,719
715,1179
716,9
717,1211
718,1347
719,859
720,30
721,1266
722,1265
723,461
724,1270
725,930
726,1281
727,1172
728,1264
729,1258
730,1260
731,1183
732,43
733,1055
734,930
735,1254
736,390
737,713
738,160
739,1266
740,719
741,1204
742,1321
743,456
744,557
745,743
746,226
747,3
748,814
749,572
750,1035
751,37
752,1254
753,1258
754,1254
755,930
756,1265
757,170
758,467
759,170
760,1309
761,1308
762,719
763,226
764,1132
765,1194
766,574
767,153
768,1132
769,1223
770,1179
771,1243
772,719
773,1179
774,572
775,824
776,471
777,1255
778,586
779,832
780,30
781,1035
782,1260
783,9
784,1343
785,1302
786,583
787,143
788,1223
789,9
790,833
791,1319
792,1260
793,1283
794,840
795,59
796,459
797,5
798,606
799,464
800,170
801,460
802,1261
803,1272
804,40
805,145
806,663
807,963
808,1260
809,785
810,1288
811,626
812,461
813,1191
814,1266
815,419
816,673
817,942
818,1373
819,154
820,384
821,1277
822,847
823,1139
824,1132
825,589
826,572
827,1261
828,1294
829,1179
830,1286
831,713
832,1263
833,461
834,1061
835,683
836,1106
837,456
838,1179
839,683
840,1172
841,1317
842,1033
843,182
844,840
845,997
846,678
847,1317
848,588
849,153
850,1282
851,1260
852,472
853,1260
854,796
855,673
856,1241
857,1179
